Frontal-lh_Frontal-lh,Frontal-lh_Frontal-rh,Frontal-lh_Insula-lh,Frontal-lh_Insula-rh,Frontal-lh_Occipital-lh,Frontal-lh_Occipital-rh,Frontal-lh_Parietal-lh,Frontal-lh_Parietal-rh,Frontal-lh_Temporal-lh,Frontal-lh_Temporal-rh,Frontal-rh_Frontal-lh,Frontal-rh_Frontal-rh,Frontal-rh_Insula-lh,Frontal-rh_Insula-rh,Frontal-rh_Occipital-lh,Frontal-rh_Occipital-rh,Frontal-rh_Parietal-lh,Frontal-rh_Parietal-rh,Frontal-rh_Temporal-lh,Frontal-rh_Temporal-rh,Insula-lh_Frontal-lh,Insula-lh_Frontal-rh,Insula-lh_Insula-lh,Insula-lh_Insula-rh,Insula-lh_Occipital-lh,Insula-lh_Occipital-rh,Insula-lh_Parietal-lh,Insula-lh_Parietal-rh,Insula-lh_Temporal-lh,Insula-lh_Temporal-rh,Insula-rh_Frontal-lh,Insula-rh_Frontal-rh,Insula-rh_Insula-lh,Insula-rh_Insula-rh,Insula-rh_Occipital-lh,Insula-rh_Occipital-rh,Insula-rh_Parietal-lh,Insula-rh_Parietal-rh,Insula-rh_Temporal-lh,Insula-rh_Temporal-rh,Occipital-lh_Frontal-lh,Occipital-lh_Frontal-rh,Occipital-lh_Insula-lh,Occipital-lh_Insula-rh,Occipital-lh_Occipital-lh,Occipital-lh_Occipital-rh,Occipital-lh_Parietal-lh,Occipital-lh_Parietal-rh,Occipital-lh_Temporal-lh,Occipital-lh_Temporal-rh,Occipital-rh_Frontal-lh,Occipital-rh_Frontal-rh,Occipital-rh_Insula-lh,Occipital-rh_Insula-rh,Occipital-rh_Occipital-lh,Occipital-rh_Occipital-rh,Occipital-rh_Parietal-lh,Occipital-rh_Parietal-rh,Occipital-rh_Temporal-lh,Occipital-rh_Temporal-rh,Parietal-lh_Frontal-lh,Parietal-lh_Frontal-rh,Parietal-lh_Insula-lh,Parietal-lh_Insula-rh,Parietal-lh_Occipital-lh,Parietal-lh_Occipital-rh,Parietal-lh_Parietal-lh,Parietal-lh_Parietal-rh,Parietal-lh_Temporal-lh,Parietal-lh_Temporal-rh,Parietal-rh_Frontal-lh,Parietal-rh_Frontal-rh,Parietal-rh_Insula-lh,Parietal-rh_Insula-rh,Parietal-rh_Occipital-lh,Parietal-rh_Occipital-rh,Parietal-rh_Parietal-lh,Parietal-rh_Parietal-rh,Parietal-rh_Temporal-lh,Parietal-rh_Temporal-rh,Temporal-lh_Frontal-lh,Temporal-lh_Frontal-rh,Temporal-lh_Insula-lh,Temporal-lh_Insula-rh,Temporal-lh_Occipital-lh,Temporal-lh_Occipital-rh,Temporal-lh_Parietal-lh,Temporal-lh_Parietal-rh,Temporal-lh_Temporal-lh,Temporal-lh_Temporal-rh,Temporal-rh_Frontal-lh,Temporal-rh_Frontal-rh,Temporal-rh_Insula-lh,Temporal-rh_Insula-rh,Temporal-rh_Occipital-lh,Temporal-rh_Occipital-rh,Temporal-rh_Parietal-lh,Temporal-rh_Parietal-rh,Temporal-rh_Temporal-lh,Temporal-rh_Temporal-rh,pId,label
-0.11825980392156878,-0.10329131652661065,-0.07298474945533773,-0.00980392156862725,0.06638071895424831,0.07679738562091508,0.0,0.13608776844070963,0.03202614379084965,0.173202614379085,-0.040149393090569564,-0.15732959850606906,0.0,0.0,0.032679738562091436,0.23937908496732008,-0.014705882352941124,-0.02450980392156854,-0.12295751633986929,0.3202614379084966,0.0,-0.28267973856209183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20833333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2107843137254899,0.0,-0.09967320261437917,-0.23202614379084996,-0.00898692810457491,0.0,0.0,0.0,-0.21241830065359446,0.0,0.0,-0.24836601307189565,-0.08061002178649279,-0.14501633986928103,0.28839869281045744,0.25816993464052285,0.0,-0.22549019607843124,0.20261437908496727,0.0,0.0,-0.3044662309368193,-0.13660130718954241,0.0351307189542483,0.0,-0.23366013071895453,-0.3447712418300657,-0.01633986928104575,-0.2173202614379084,-0.05664488017429211,-0.0077614379084968155,0.0,-0.0204248366013072,-0.06372549019607858,-0.2058823529411764,0.0,-0.04493464052287577,-0.03823529411764719,0.21895424836601318,-0.11233660130718959,0.20588235294117652,0.0,0.13627450980392164,-0.036274509803921495,0.0,0.2500000000000002,0.2385620915032679,0.20424836601307195,0.054466230936819314,-0.2549019607843135,-0.02750544662309366,-0.22058823529411775,-0.006535947712418444,-0.2702614379084967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,al
0.02647058823529408,-0.008764111705288114,0.0,-0.05392156862745109,-0.12867647058823534,0.2197712418300654,-0.06644880174291934,0.2058823529411764,0.016013071895424877,0.1517429193899781,0.003034547152194224,-0.2058823529411763,0.09259259259259256,0.0,-0.20996732026143827,0.017973856209150207,0.0,-0.09041394335511972,-0.07804690503652435,0.0804738562091503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777779,0.016339869281045694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32026143790849654,0.0,0.08315177923021061,0.24836601307189554,0.0,0.0,0.0,-0.22875816993464038,0.0,0.0,-0.2026143790849675,0.24313725490196073,0.009803921568627805,0.012254901960783993,0.0,0.0,-0.23202614379084996,0.0,0.24754901960784326,0.0,-0.10784313725490198,0.2622549019607844,0.03081232492997202,-0.005718954248366159,0.0,0.0,0.20915032679738532,-0.011437908496732263,-0.028431372549019507,0.011437908496732208,-0.013276143790849751,-0.2483660130718952,-0.1231617647058823,-0.14787581699346397,-0.2075163398692812,0.0,0.0762527233115468,-0.0931372549019609,0.004493464052287455,0.042483660130718914,0.12132352941176469,-0.3104575163398693,-0.04019607843137261,-0.06598793363499253,0.0,0.3970588235294117,-0.07570806100217864,-0.0024509803921569095,0.0,-0.00367647058823517,0.20261437908496727,0.05446623093681918,-0.034165181224004665,-0.10804738562091501,0.31454248366013077,0.0,-0.007080610021786504,0.15822440087145967,-0.07385620915032678,-0.09204793028322444,-0.08496732026143797,-0.01606753812636169,10,fa
0.0032679738562091387,-0.13464052287581713,0.0,0.0,-0.22712418300653603,0.20915032679738554,-0.02450980392156861,0.07897603485838793,-0.032212885154061746,0.131372549019608,0.10988562091503273,-0.20915032679738566,-0.22140522875817004,0.0,0.23529411764705888,0.0,0.20424836601307195,0.0,0.0032679738562090277,0.0931372549019609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22549019607843146,0.0,0.0,-0.2075163398692812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2189542483660134,-0.24346405228758183,0.0,0.0,0.0,0.0,-0.24673202614379053,-0.22058823529411775,0.2397875816993463,0.0,0.0,0.0,0.0,0.0,0.0,-0.2769607843137256,-0.21241830065359513,0.0,0.24183006535947707,-0.006127450980392191,0.010212418300653725,-0.2892156862745099,0.0,-0.24673202614379086,-0.2263071895424838,0.0,-0.21650326797385633,-0.06889978213507625,0.05678104575163395,-0.22875816993464082,0.0992647058823529,0.0,0.0,0.2238562091503269,0.0,-0.3071895424836599,0.2336601307189543,0.07516339869281048,0.2310457516339869,0.004901960784313708,-0.20751633986928097,-0.26960784313725505,0.0,0.2107843137254901,0.0,-0.008169934640522958,0.0,0.14746732026143797,0.0,-0.0032679738562090277,0.03571428571428571,0.0,0.0,0.0,-0.0008169934640523957,0.0,-0.23692810457516333,0.0,-0.24183006535947715,11,al
0.16258169934640515,-0.01252723311546839,-0.05490196078431371,0.0,-0.27450980392156876,-0.09999999999999994,-0.015406162464986035,-0.010212418300653697,0.005514705882352866,0.06753812636165585,0.02614379084967316,0.04684095860566448,0.0,-0.32598039215686303,-0.24346405228758172,-0.23692810457516367,0.2965686274509804,-0.029411764705882405,-0.06794662309368198,-0.017156862745098065,0.2728758169934642,0.0,0.0,0.0,0.0,0.0,-0.22385620915032667,0.0,0.0,0.0,0.253267973856209,0.0,0.0,0.0,0.0,0.0,0.0,-0.20098039215686292,0.0,-0.2140522875816997,0.08169934640522876,0.22222222222222232,0.0,0.0,0.0,-0.20424836601307206,0.0,0.0,0.0,0.0,-0.012254901960784215,0.2116013071895425,-0.22385620915032667,0.0,0.0,0.0,0.0,0.0,0.24264705882352927,0.22549019607843146,-0.054023692810457574,-0.09232026143790852,0.0,0.0,0.1100217864923747,0.12418300653594772,-0.056298276886512226,0.10130718954248373,0.06633986928104582,-0.22930283224400871,0.003631082062454611,-0.01953680022733737,-0.28758169934640465,0.2287581699346405,0.0,0.0,0.06022408963585419,-0.004720406681190991,0.023692810457516478,0.015522875816993631,-0.09168482207697891,-0.16938997821350754,0.0,0.0,-0.263071895424837,-0.018246187363834376,-0.07843137254901929,-0.016339869281045638,0.005991285403050217,-0.11507936507936499,0.028406234288587247,-0.07247212610534413,0.0,0.0,0.0,0.20179738562091504,-0.1363211951447245,0.0822440087145969,0.042120551924473615,0.12551990493166965,11,fa
0.03781512605042018,0.045098039215686246,0.14477124183006546,0.0,-0.07352941176470591,-0.04264705882352934,0.10014005602240901,-0.03408029878618124,-0.15910947712418302,0.04172951231774759,0.18082788671023975,0.0004084967320263089,0.0367647058823527,0.0,0.2261437908496732,0.10784313725490188,-0.0795206971677559,0.012371615312791582,0.08485838779956434,0.22099673202614384,0.0,-0.21568627450980427,0.0,0.0,0.3970588235294116,0.3251633986928104,0.0,0.0,-0.25490196078431326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23529411764705865,0.31862745098039214,0.0,0.2532679738562091,-0.14575163398692823,-0.07325708061002173,0.38235294117647056,-0.013888888888889006,0.16503267973856206,0.32843137254901944,-1.6653345369377348e-16,0.2222222222222221,-0.07810457516339868,-0.09477124183006506,-0.276143790849673,-0.24019607843137258,-0.2516339869281048,-0.22549019607843124,-0.016748366013071864,-0.12472766884531587,-0.2581699346405226,0.009803921568627416,-0.09173669467787124,0.15849673202614378,-0.003063725490196109,0.013344226579520705,-0.2385620915032678,-0.1383442265795208,-0.13752723311546844,-0.20138888888888912,0.22189542483660124,-0.055882352941176425,0.13909313725490202,0.16729512317747613,-0.007443718228031939,-0.061348781937017205,0.13453159041394314,0.0216503267973856,-0.07053376906318087,-0.02260348583877993,-0.20792483660130712,-0.14542483660130714,-0.10279263220439674,-0.09671160130718955,-0.061002178649237515,-0.0032679738562091942,-0.08823529411764708,0.0,-0.07371096586782856,-0.21475256769374415,0.1149237472766884,0.07107843137254907,0.19218200100553037,0.18347338935574228,-0.038982259570494775,-0.1413398692810457,0.2282135076252723,-0.00898692810457502,0.006127450980392135,-0.03513071895424821,-0.11574074074074081,-0.15377632534495275,-0.039079520697167726,-0.09780578898225958,12,al
-0.040616246498599504,0.11846405228758171,0.2263071895424837,-0.09531590413943374,-0.26797385620915093,-0.24019607843137247,0.022058823529411797,-0.20751633986928075,0.09667755991285405,0.05815071126489812,0.07749766573295992,-0.07881584006151478,0.0,0.05964052287581689,0.012799564270152497,-0.06318082788671038,0.0,-0.12091503267973847,0.045751633986927956,-0.1074800290486565,0.0,0.0,0.0,0.0,0.0,0.0,-0.20424836601307161,0.0,-0.2450980392156863,-0.22957516339869266,0.0,0.0,-0.23039215686274495,0.0,0.0,0.0,0.0,0.0,0.22222222222222232,0.0,0.0,0.06699346405228757,0.0,0.0,0.0,0.0,-0.16993464052287577,-0.21405228758169947,-0.22984749455337675,-0.2173202614379084,0.0,0.0,-0.005718954248365882,0.0,-0.0216503267973856,-0.05514705882352941,-0.02246732026143783,-0.20424836601307228,-0.09150326797385623,-0.3566760037348273,0.034041394335511975,0.09967320261437906,-0.33006535947712434,-0.28431372549019596,-0.10228758169934626,-0.10294117647058815,0.12301587301587291,0.0212418300653594,0.1772875816993464,0.13772175536881417,0.005174291938997794,-0.0009191176470588341,0.2009803921568626,0.11764705882352933,0.022281639928698693,0.11538461538461539,-0.15686274509803907,0.028104575163398614,0.05870681605975724,-0.0019970951343500293,0.0859885620915032,-0.09622367465504716,-0.2565359477124183,-0.23856209150326801,-0.2500000000000002,-0.1748366013071895,0.01572712418300652,-0.08517156862745084,0.19117647058823528,0.23529411764705888,0.07429834678969624,0.05871459694989112,0.24754901960784326,0.2107843137254901,0.1262254901960785,0.04411764705882357,-0.12091503267973853,0.026143790849673235,0.01225490196078426,-0.044843863471314416,12,fa
0.06666666666666665,0.10988562091503266,-0.08442265795206993,-0.20098039215686292,-0.23039215686274517,-0.3104575163398693,-0.07271241830065352,0.2622549019607843,0.14379084967320252,-0.04691876750700287,0.06808278867102391,-0.13529411764705873,0.21405228758169936,0.21977124183006552,0.05991285403050114,0.06808278867102387,0.028867102396514164,-0.05163398692810457,0.13986928104575164,-0.11356209150326807,-0.2058823529411764,0.0,0.0,0.0,0.0,-0.24019607843137258,-0.29084967320261446,0.0,0.24428104575163395,0.0,0.0,-0.2124183006535949,0.0,0.0,0.0,0.0,0.24019607843137236,0.0,-0.34477124183006524,-0.41176470588235325,-0.2181372549019608,-0.005718954248365993,0.0,0.26143790849673193,0.0,0.0,0.0,-0.2058823529411764,0.0,-0.23120915032679745,0.2434640522875815,-0.236928104575163,-0.28594771241830075,0.0,-0.2156862745098037,0.0,0.054738562091503185,0.0,0.2900326797385621,0.24673202614379083,0.014161220043573008,0.08079157588961511,-0.2769607843137255,0.054248366013071925,-0.24836601307189587,-0.05653594771241823,0.008986928104575298,0.04520697167755997,-0.0034722222222222238,-0.18321078431372545,0.04918300653594766,-0.013888888888888895,-0.01879084967320266,-0.2026143790849675,0.0,-0.21405228758169925,0.040032679738562005,0.054738562091503296,0.03213507625272322,-0.228395061728395,0.1890756302521008,-0.14742193173565715,-0.39542483660130756,0.0,0.2118736383442266,-0.06405228758169931,0.02596223674655043,0.008442265795206997,0.0473856209150327,-0.05042016806722692,0.16372549019607846,-0.09449891067538128,0.0,0.24183006535947715,0.12348272642390289,0.1049382716049383,-0.07100415923945333,0.08006535947712434,0.12896825396825395,0.04688285570638519,13,al
0.0,-0.07625272331154692,0.2238562091503269,-0.07026143790849677,0.10049019607843132,0.08562091503267985,-0.07924836601307189,0.0008169934640522847,0.05920060331825043,0.035130718954248366,-0.01307189542483661,0.01525054466230924,0.2363834422657953,-0.20261437908496727,-0.028966131907308356,-0.10021786492374725,0.0,-0.12704248366013063,-0.16258169934640512,-0.02777777777777774,0.0,0.2598039215686274,0.0,0.0,0.0,0.0,0.0,-0.2957516339869284,0.2124183006535948,-0.32625272331154687,0.0,0.0,-0.21078431372549078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11928104575163401,0.12377450980392155,-0.21895424836601296,0.0,0.0,0.0,0.0,0.0,0.2026143790849675,0.0,-0.06764705882352928,0.0,0.28513071895424824,0.0,0.0,0.0,0.0,0.0,-0.06644880174291938,0.0,0.1486928104575162,-0.16339869281045757,0.0,-0.2328431372549018,-0.24673202614379108,-0.2500000000000002,0.07080610021786504,0.002859477124182802,-0.235294117647059,0.15065359477124193,-0.037581699346405185,0.006238859180035739,0.21405228758169925,0.02941176470588247,0.0,0.20915032679738566,-0.2374727668845317,0.22385620915032678,-0.25653594771241783,0.07598039215686278,0.04600301659125194,0.025252525252525172,-0.20915032679738532,-0.27450980392156876,0.1515522875816993,0.3382352941176472,-0.1441993464052289,-0.05915032679738554,-0.10239651416121998,0.29948646125116707,-0.02170868347338947,-0.051587301587301564,0.3480392156862744,0.2532679738562087,0.0,0.24673202614379086,-0.18831699346405223,-0.1662581699346406,0.2265795206971678,-0.027926322043969023,13,fa
0.2287581699346405,0.11111111111111113,0.34477124183006536,0.20996732026143788,-0.07908496732026157,-0.21405228758169959,-0.015114379084967322,0.1495098039215687,-0.0016339869281043473,-0.1865079365079366,-0.04847494553376919,-0.03758169934640524,0.0,0.21078431372549034,0.1002178649237474,-0.12377450980392155,0.0,0.29575163398692805,0.2581699346405229,0.0,0.0,0.26307189542483655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2655228758169936,0.0,0.0,-0.20424836601307184,0.0,-0.261437908496732,0.2826797385620915,0.0,0.0,0.26225490196078427,0.30718954248366015,0.2655228758169936,0.0,-0.22549019607843102,0.0,0.0,0.0,0.24673202614379108,0.0,0.0,0.22973856209150326,0.28340595497458243,0.013071895424836666,0.09593837535013995,0.29084967320261434,-0.20751633986928142,0.07222222222222222,0.23039215686274522,0.06764705882352944,-0.050980392156862765,0.04353408029878624,-0.2603485838779956,-0.007625272331154694,-0.15980392156862763,0.0,0.0,0.0,0.21405228758169947,0.004084967320261423,-0.2107843137254899,-0.11233660130718953,0.12371615312791781,0.006535947712418333,-0.1556372549019607,-0.24346405228758172,-0.2483660130718952,0.16957153231663036,0.025490196078431303,-0.0298786181139123,0.14803921568627454,0.10530137981118366,0.25245098039215697,0.29084967320261434,-0.23202614379085018,0.0,0.0,-0.26960784313725483,-0.09095860566448795,0.08932461873638348,-0.07843137254901959,-0.24738562091503263,-0.2238562091503269,14,al
-0.0057189542483660925,-0.07026143790849672,-0.22875816993464068,0.0,0.2348856209150327,0.22385620915032667,-0.10266884531590419,-0.2331154684095861,0.2516339869281047,-0.07461873638344228,-0.002262443438914036,-0.12540849673202628,0.0,0.21241830065359457,0.12214052287581698,-0.0008169934640523957,0.0,-0.23202614379084952,0.24673202614379086,0.13643790849673204,0.0,0.20424836601307184,0.0,0.0,0.0,0.0,0.0,0.23039215686274495,0.20751633986928109,0.35130718954248363,0.0,0.2271241830065358,0.0,0.0,0.32679738562091487,0.253267973856209,0.0,0.0,0.0,-0.21296296296296316,0.24019607843137247,0.08224400871459688,0.0,-0.058823529411764885,0.0,0.2287581699346406,0.06495098039215674,0.20751633986928097,0.0,0.2426470588235296,-0.057516339869281105,0.05751633986928104,-0.23529411764705843,-0.33986928104575176,-0.2271241830065358,-0.21732026143790817,0.0,0.315359477124183,0.2222222222222222,0.26797385620915026,0.01213818860877688,-0.21568627450980382,0.2009803921568627,0.0,0.2287581699346407,0.2622549019607844,-0.08605664488017428,0.0,0.0437908496732027,0.0424836601307191,0.0057189542483661315,0.0,-0.07570806100217875,-0.20261437908496727,-0.005718954248366104,0.057189542483660226,0.0,-0.2385620915032678,0.21623093681917205,0.10830999066293183,-0.16258169934640518,-0.1951871657754011,0.2009803921568626,0.0,0.0,0.0,-0.1636710239651415,0.22712418300653592,0.08061002178649236,0.028050108932461893,0.0026552287581699113,-0.08523965141612201,-0.10049019607843138,-0.07189542483660134,-0.29616013071895425,-0.2826797385620915,-0.10784313725490195,0.08496732026143784,0.1522331154684096,0.06726579520697168,14,fa
